Station Id,Today Gen Power,Total Gen Power,Created At
82647,47.18,1129.6,2021-04-19
108029,0,0,2021-04-19
84328,0,0,2021-04-20
90672,0,0,2021-04-20
84351,0,0,2021-04-20
106907,0,0,2021-04-20
132948,0,0,2021-04-20
108029,0,0,2021-04-20
75608,14.1,377.45,2021-04-20
82647,22.97,1125.92,2021-04-20
151873,0,185.74,2021-04-20
106907,0,0,2021-04-21
90672,0,0,2021-04-21
84351,0,0,2021-04-21
132948,0,0,2021-04-21
84328,0,0,2021-04-21
82647,20.5,1108.88,2021-04-21
75608,7.67,372.3,2021-04-21
108029,0,0,2021-04-21
151873,0,182.84,2021-04-21
106907,0,0,2021-04-22
84328,0,0,2021-04-22
84351,0,0,2021-04-22
82647,40.73,1116.85,2021-04-22
75608,15.77,376.88,2021-04-22
90672,0,0,2021-04-22
132948,0,0,2021-04-22
108029,0,0,2021-04-22
151873,0,177.04,2021-04-22
106907,0,0,2021-04-23
84351,0,0,2021-04-23
84328,0,0,2021-04-23
90672,0,0,2021-04-23
75608,15.65,378.95,2021-04-23
132948,0,0,2021-04-23
108029,0,0,2021-04-23
151873,0,172.92,2021-04-23
82647,44.39,1128.89,2021-04-23
106907,0,0,2021-04-24
90672,0,0,2021-04-24
132948,0,0,2021-04-24
84351,0,0,2021-04-24
84328,0,0,2021-04-24
108029,0,0,2021-04-24
151873,0,159.41,2021-04-24
82647,38.76,1128.35,2021-04-24
75608,15.17,381.31,2021-04-24
84328,0,0,2021-04-25
90672,0,0,2021-04-25
84351,0,0,2021-04-25
106907,0,0,2021-04-25
132948,0,0,2021-04-25
151873,0,141.68,2021-04-25
108029,0,0,2021-04-25
82647,40.3,1131.68,2021-04-25
75608,15.05,382.97,2021-04-25
281109,0,0,2021-04-25
281460,0,0,2021-04-25
281460,0,0,2021-04-26
106907,0,0,2021-04-26
132948,0,0,2021-04-26
90672,0,0,2021-04-26
84328,0,0,2021-04-26
84351,0,0,2021-04-26
151873,0,125.56,2021-04-26
108029,0,0,2021-04-26
75608,15.06,384.77,2021-04-26
82647,45.66,1137.33,2021-04-26
281659,0,0,2021-04-26
132948,0,0,2021-04-27
281460,0,0,2021-04-27
84351,0,0,2021-04-27
84328,0,0,2021-04-27
106907,0,0,2021-04-27
90672,0,0,2021-04-27
281659,0,0,2021-04-27
108029,0,0,2021-04-27
151873,0,110.06,2021-04-27
82647,43.11,1144.7,2021-04-27
75608,13.47,387.06,2021-04-27
132948,0,0,2021-04-28
151873,0,110.06,2021-04-28
84351,0,0,2021-04-28
281460,0,0,2021-04-28
281659,0,0,2021-04-28
108029,0,0,2021-04-28
75608,13.46,388.9,2021-04-28
106907,0,0,2021-04-28
90672,0,0,2021-04-28
84328,0,0,2021-04-28
82647,37.13,1148.12,2021-04-28
84351,0,0,2021-04-29
151873,0,95.7,2021-04-29
90672,0,0,2021-04-29
106907,0,0,2021-04-29
84328,0,0,2021-04-29
281460,0,0,2021-04-29
75608,9.08,385.39,2021-04-29
132948,0,0,2021-04-29
281659,0,0,2021-04-29
82647,39.03,1150.03,2021-04-29
108029,0,0,2021-04-29
84351,0,0,2021-04-30
151873,0,77.03,2021-04-30
106907,0,0,2021-04-30
281460,0,0,2021-04-30
90672,0,0,2021-04-30
281659,0,0,2021-04-30
84328,0,0,2021-04-30
132948,0,0,2021-04-30
108029,0,0,2021-04-30
82647,20.71,1129.92,2021-04-30
75608,11.65,382.4,2021-04-30
106907,0,0,2021-05-01
82647,35.6,1121.34,2021-05-01
151873,0,59.67,2021-05-01
281460,0,0,2021-05-01
90672,0,0,2021-05-01
281659,0,0,2021-05-01
132948,0,0,2021-05-01
84328,0,0,2021-05-01
108029,0,0,2021-05-01
75608,11.78,378.65,2021-05-01
84351,0,0,2021-05-01
132948,0,0,2021-05-02
281659,0,0,2021-05-02
82647,25.96,1105.48,2021-05-02
75608,8.08,372.33,2021-05-02
108029,0,0,2021-05-02
151873,0,55.4,2021-05-02
106907,0,0,2021-05-02
84351,0,0,2021-05-02
90672,0,0,2021-05-02
281460,0,0,2021-05-02
84328,0,0,2021-05-02
281659,0,0,2021-05-03
84328,30,30,2021-05-03
132948,0,0,2021-05-03
84351,0,0,2021-05-03
281460,0,0,2021-05-03
90672,0,0,2021-05-03
108029,0,0,2021-05-03
151873,0,53.68,2021-05-03
75608,3.87,363.22,2021-05-03
106907,0,0,2021-05-03
82647,31.46,1098.19,2021-05-03
286556,0,0,2021-05-03
84328,31.35,61.38,2021-05-04
106907,0,0,2021-05-04
281659,0,0,2021-05-04
281460,0,0,2021-05-04
132948,0,0,2021-05-04
90672,0,0,2021-05-04
286556,0,0,2021-05-04
151873,0,53.68,2021-05-04
108029,0,0,2021-05-04
84351,0,0,2021-05-04
82647,37.11,1093.26,2021-05-04
75608,13.59,363.37,2021-05-04
286626,0,0,2021-05-04
286626,0,0,2021-05-05
286556,0,0,2021-05-05
281659,0,0,2021-05-05
90672,0,0,2021-05-05
106907,0,0,2021-05-05
132948,0,0,2021-05-05
84351,0,0,2021-05-05
281460,0,0,2021-05-05
84328,34.89,96.27,2021-05-05
151873,0,51.99,2021-05-05
75608,11,361.77,2021-05-05
82647,33.7,1089.29,2021-05-05
108029,0,0,2021-05-05
84328,21.17,117.44,2021-05-06
281659,0,0,2021-05-06
286626,0,0,2021-05-06
281460,0,0,2021-05-06
106907,0,0,2021-05-06
84351,0,0,2021-05-06
286556,0,0,2021-05-06
90672,0,0,2021-05-06
132948,0,0,2021-05-06
151873,0,39.76,2021-05-06
108029,0,0,2021-05-06
75608,14.15,363.78,2021-05-06
82647,40.5,1093.66,2021-05-06
106907,0,0,2021-05-07
90672,0,0,2021-05-07
286626,0,0,2021-05-07
286556,0,0,2021-05-07
151873,0,35.83,2021-05-07
281659,0,0,2021-05-07
82647,38.72,1100.83,2021-05-07
84351,0,0,2021-05-07
281460,0,0,2021-05-07
84328,31.5,148.94,2021-05-07
132948,0,0,2021-05-07
75608,13.01,366.15,2021-05-07
108029,0,0,2021-05-07
286626,0,0,2021-05-08
84351,0,0,2021-05-08
90672,0,0,2021-05-08
286556,0,0,2021-05-08
281460,0,0,2021-05-08
84328,35.52,184.46,2021-05-08
281659,0,0,2021-05-08
132948,0,0,2021-05-08
108029,0,0,2021-05-08
75608,14.03,370.14,2021-05-08
151873,0,21.5,2021-05-08
106907,0,0,2021-05-08
82647,40.24,1108.21,2021-05-08
281460,0,0,2021-05-09
90672,0,0,2021-05-09
286556,0,0,2021-05-09
286626,0,0,2021-05-09
84351,0,0,2021-05-09
281659,0,0,2021-05-09
84328,34.46,218.92,2021-05-09
132948,0,0,2021-05-09
75608,13.94,377.11,2021-05-09
82647,49.26,1139.74,2021-05-09
151873,0,4.27,2021-05-09
108029,0,0,2021-05-09
106907,0,0,2021-05-09
281659,0,0,2021-05-10
90672,0,0,2021-05-10
106907,0,0,2021-05-10
132948,0,0,2021-05-10
286556,0,0,2021-05-10
286626,0,0,2021-05-10
84351,0,0,2021-05-10
281460,0,0,2021-05-10
84328,24.96,243.88,2021-05-10
82647,49.77,1147.6,2021-05-10
75608,13.34,377.56,2021-05-10
108029,0,0,2021-05-10
151873,0,0,2021-05-10
106907,0,0,2021-05-11
281659,0,0,2021-05-11
281460,0,0,2021-05-11
90672,0,0,2021-05-11
84328,27.01,270.89,2021-05-11
132948,0,0,2021-05-11
286626,0,0,2021-05-11
286556,0,0,2021-05-11
84351,0,0,2021-05-11
82647,42.47,1147.77,2021-05-11
108029,0,0,2021-05-11
75608,13.99,379.4,2021-05-11
151873,0,0,2021-05-11
286626,0,0,2021-05-12
286556,0,0,2021-05-12
106907,0,0,2021-05-12
281659,0,0,2021-05-12
90672,0,0,2021-05-12
281460,0,0,2021-05-12
84351,0,0,2021-05-12
132948,0,0,2021-05-12
84328,30.39,301.28,2021-05-12
108029,0,0,2021-05-12
75608,12.03,379.17,2021-05-12
151873,0,0,2021-05-12
82647,44.3,1153.41,2021-05-12
84351,0,0,2021-05-13
90672,0,0,2021-05-13
106907,0,0,2021-05-13
286626,0,0,2021-05-13
281659,0,0,2021-05-13
286556,0,0,2021-05-13
132948,0,0,2021-05-13
281460,0,0,2021-05-13
84328,17.54,318.82,2021-05-13
82647,29.34,1138.6,2021-05-13
108029,0,0,2021-05-13
151873,0,0,2021-05-13
75608,8.52,376.18,2021-05-13
296487,0,0,2021-05-13
132948,0,0,2021-05-14
286626,0,0,2021-05-14
106907,0,0,2021-05-14
84351,0,0,2021-05-14
281659,0,0,2021-05-14
281460,0,0,2021-05-14
296487,31.67,31.67,2021-05-14
286556,0,0,2021-05-14
84328,5.95,324.77,2021-05-14
151873,0,0,2021-05-14
82647,48.93,1141.01,2021-05-14
75608,15.16,379.38,2021-05-14
108029,0,0,2021-05-14
90672,0,0,2021-05-14
90672,0,0,2021-05-15
286626,0,0,2021-05-15
296487,27.05,58.72,2021-05-15
84328,2.36,327.13,2021-05-15
106907,0,0,2021-05-15
281460,0,0,2021-05-15
132948,0,0,2021-05-15
84351,0,0,2021-05-15
281659,0,0,2021-05-15
82647,36.55,1143.45,2021-05-15
151873,0,0,2021-05-15
108029,0,0,2021-05-15
286556,0,0,2021-05-15
75608,10.1,379.67,2021-05-15
84351,0,0,2021-05-16
84328,5.33,332.46,2021-05-16
132948,0,0,2021-05-16
281659,0,0,2021-05-16
296487,26.16,84.88,2021-05-16
286556,0,0,2021-05-16
281460,0,0,2021-05-16
106907,0,0,2021-05-16
108029,0,0,2021-05-16
82647,45.51,1146.79,2021-05-16
151873,0,0,2021-05-16
286626,0,0,2021-05-16
90672,0,0,2021-05-16
75608,13.94,379.89,2021-05-16
106907,0,0,2021-05-17
90672,0,0,2021-05-17
84351,0,0,2021-05-17
281659,0,0,2021-05-17
84328,16.12,348.58,2021-05-17
286556,0,0,2021-05-17
132948,0,0,2021-05-17
281460,0,0,2021-05-17
151873,0,0,2021-05-17
108029,0,0,2021-05-17
82647,36.57,1150.17,2021-05-17
296487,29.19,114.07,2021-05-17
75608,6.07,374.65,2021-05-17
286626,0,0,2021-05-17
132948,0,0,2021-05-18
106907,0,0,2021-05-18
84351,0,0,2021-05-18
286556,0,0,2021-05-18
281659,0,0,2021-05-18
108029,0,0,2021-05-18
90672,0,0,2021-05-18
151873,0,0,2021-05-18
286626,0,0,2021-05-18
281460,0,0,2021-05-18
82647,15.16,1121.62,2021-05-18
84328,13.42,362,2021-05-18
296487,14.11,128.18,2021-05-18
75608,4.7,363.2,2021-05-18
281460,0,0,2021-05-19
296487,17.31,145.49,2021-05-19
84351,0,0,2021-05-19
90672,0,0,2021-05-19
286556,0,0,2021-05-19
132948,0,0,2021-05-19
75608,4.45,351.88,2021-05-19
106907,0,0,2021-05-19
281659,0,0,2021-05-19
82647,25.07,1099.51,2021-05-19
108029,0,0,2021-05-19
286626,0,0,2021-05-19
151873,0,0,2021-05-19
84328,28.11,390.11,2021-05-19
106907,0,0,2021-05-20
84351,0,0,2021-05-20
281659,0,0,2021-05-20
281460,0,0,2021-05-20
296487,30.44,175.93,2021-05-20
286556,0,0,2021-05-20
90672,0,0,2021-05-20
84328,29.18,419.29,2021-05-20
286626,0,0,2021-05-20
75608,0.75,338.53,2021-05-20
108029,0,0,2021-05-20
132948,0,0,2021-05-20
151873,0,0,2021-05-20
82647,23.1,1099.64,2021-05-20
84351,0,0,2021-05-21
82647,35.41,1114.55,2021-05-21
296487,31.71,207.64,2021-05-21
106907,0,0,2021-05-21
286556,0,0,2021-05-21
281460,0,0,2021-05-21
151873,0,0,2021-05-21
286626,0,0,2021-05-21
132948,0,0,2021-05-21
90672,0,0,2021-05-21
84328,5.4,424.69,2021-05-21
281659,0,0,2021-05-21
75608,13.15,344.01,2021-05-21
108029,0,0,2021-05-21
303160,16.71,16.71,2021-05-21
90672,0,0,2021-05-22
106907,0,0,2021-05-22
84351,0,0,2021-05-22
281659,0,0,2021-05-22
84328,34.49,459.18,2021-05-22
286626,0,0,2021-05-22
296487,29.77,237.41,2021-05-22
281460,0,0,2021-05-22
132948,0,0,2021-05-22
286556,0,0,2021-05-22
303160,27.52,44.23,2021-05-22
108029,0,0,2021-05-22
75608,13.57,341.81,2021-05-22
151873,0,0,2021-05-22
82647,50.03,1123.85,2021-05-22
286626,0,0,2021-05-23
132948,0,0,2021-05-23
303160,15.52,59.75,2021-05-23
106907,0,0,2021-05-23
84328,28.26,487.44,2021-05-23
281659,0,0,2021-05-23
281460,0,0,2021-05-23
286556,0,0,2021-05-23
84351,0,0,2021-05-23
108029,0,0,2021-05-23
90672,0,0,2021-05-23
296487,30.03,267.44,2021-05-23
151873,0,0,2021-05-23
75608,14.74,340.9,2021-05-23
82647,46.57,1126.03,2021-05-23
132948,0,0,2021-05-24
281659,0,0,2021-05-24
286556,0,0,2021-05-24
108029,0,0,2021-05-24
90672,0,0,2021-05-24
286626,0,0,2021-05-24
84328,34.65,522.09,2021-05-24
84351,0,0,2021-05-24
281460,0,0,2021-05-24
303160,29.61,89.36,2021-05-24
106907,0,0,2021-05-24
82647,50.29,1137.56,2021-05-24
151873,0,0,2021-05-24
75608,15.33,341.06,2021-05-24
296487,32.35,299.79,2021-05-24
106907,0,0,2021-05-25
90672,0,0,2021-05-25
84351,0,0,2021-05-25
281659,0,0,2021-05-25
108029,0,0,2021-05-25
296487,31.14,330.93,2021-05-25
132948,0,0,2021-05-25
281460,0,0,2021-05-25
303160,25.49,114.85,2021-05-25
286626,0,0,2021-05-25
286556,0,0,2021-05-25
84328,22.83,544.92,2021-05-25
151873,0,0,2021-05-25
75608,14.8,340.81,2021-05-25
82647,45.08,1142.34,2021-05-25
281460,0,0,2021-05-26
286626,0,0,2021-05-26
84351,0,0,2021-05-26
132948,0,0,2021-05-26
84328,16.13,561.05,2021-05-26
90672,0,0,2021-05-26
296487,31.22,362.15,2021-05-26
303160,27.59,142.44,2021-05-26
286556,0,0,2021-05-26
281659,0,0,2021-05-26
106907,0,0,2021-05-26
75608,14.24,339.99,2021-05-26
151873,0,0,2021-05-26
108029,0,0,2021-05-26
82647,30.13,1126.81,2021-05-26
84328,33.6,594.65,2021-05-27
286556,0,0,2021-05-27
303160,25.07,167.51,2021-05-27
281659,0,0,2021-05-27
106907,0,0,2021-05-27
286626,0,0,2021-05-27
90672,0,0,2021-05-27
281460,0,0,2021-05-27
132948,0,0,2021-05-27
108029,0,0,2021-05-27
151873,0,0,2021-05-27
82647,8.85,1092.55,2021-05-27
75608,10.4,336.92,2021-05-27
296487,31.33,393.48,2021-05-27
84351,0,0,2021-05-27
84351,0,0,2021-05-28
281659,0,0,2021-05-28
286626,0,0,2021-05-28
281460,0,0,2021-05-28
106907,0,0,2021-05-28
286556,0,0,2021-05-28
303160,25.6,193.11,2021-05-28
90672,0,0,2021-05-28
108029,0,0,2021-05-28
75608,5.05,328.51,2021-05-28
132948,0,0,2021-05-28
84328,32.12,626.77,2021-05-28
82647,14.52,1069.94,2021-05-28
296487,29.54,423.02,2021-05-28
151873,0,0,2021-05-28
303160,17.52,210.63,2021-05-29
132948,0,0,2021-05-29
281659,0,0,2021-05-29
286556,0,0,2021-05-29
286626,0,0,2021-05-29
90672,0,0,2021-05-29
106907,0,0,2021-05-29
281460,0,0,2021-05-29
84351,0,0,2021-05-29
296487,29.08,452.1,2021-05-29
151873,0,0,2021-05-29
84328,18.97,645.74,2021-05-29
108029,0,0,2021-05-29
82647,17.2,1048.11,2021-05-29
75608,4.32,323.75,2021-05-29
84351,0,0,2021-05-30
90672,0,0,2021-05-30
296487,28.07,480.17,2021-05-30
303160,0,210.63,2021-05-30
75608,11.94,324.04,2021-05-30
281659,0,0,2021-05-30
281460,0,0,2021-05-30
286556,0,0,2021-05-30
84328,22.58,668.32,2021-05-30
151873,0,0,2021-05-30
82647,30.37,1057.77,2021-05-30
106907,0,0,2021-05-30
132948,0,0,2021-05-30
286626,0,0,2021-05-30
108029,0,0,2021-05-30
90672,0,0,2021-05-31
281460,0,0,2021-05-31
106907,0,0,2021-05-31
296487,12.35,492.52,2021-05-31
281659,0,0,2021-05-31
82647,48.96,1071.13,2021-05-31
108029,0,0,2021-05-31
151873,0,0,2021-05-31
84351,0,0,2021-05-31
303160,0,210.63,2021-05-31
286556,0,0,2021-05-31
84328,31.55,699.87,2021-05-31
132948,0,0,2021-05-31
286626,0,0,2021-05-31
75608,12.13,324.39,2021-05-31
281460,0,0,2021-06-01
286626,0,0,2021-06-01
132948,0,0,2021-06-01
151873,0,0,2021-06-01
82647,26.99,1072.16,2021-06-01
106907,0,0,2021-06-01
286556,0,0,2021-06-01
84351,0,0,2021-06-01
281659,0,0,2021-06-01
303160,0,210.63,2021-06-01
90672,0,0,2021-06-01
296487,0,492.52,2021-06-01
108029,0,0,2021-06-01
84328,36.03,735.9,2021-06-01
75608,13.22,329.53,2021-06-01
286556,0,0,2021-06-02
281460,0,0,2021-06-02
281659,0,0,2021-06-02
90672,0,0,2021-06-02
303160,0,210.63,2021-06-02
106907,0,0,2021-06-02
82647,51.12,1091.82,2021-06-02
84351,0,0,2021-06-02
132948,0,0,2021-06-02
286626,0,0,2021-06-02
151873,0,0,2021-06-02
296487,0,492.52,2021-06-02
108029,0,0,2021-06-02
84328,32.29,738.16,2021-06-02
75608,13.07,338.73,2021-06-02
151873,0,0,2021-06-03
84351,0,0,2021-06-03
296487,28.3,520.82,2021-06-03
303160,0,210.63,2021-06-03
84328,35.79,742.6,2021-06-03
286556,0,0,2021-06-03
281460,0,0,2021-06-03
106907,0,0,2021-06-03
281659,0,0,2021-06-03
132948,0,0,2021-06-03
286626,0,0,2021-06-03
90672,0,0,2021-06-03
108029,0,0,2021-06-03
82647,48.42,1103.13,2021-06-03
75608,12.52,337.66,2021-06-03
286626,0,0,2021-06-04
108029,0,0,2021-06-04
106907,0,0,2021-06-04
281460,0,0,2021-06-04
132948,0,0,2021-06-04
286556,0,0,2021-06-04
296487,29.43,550.25,2021-06-04
84351,0,0,2021-06-04
90672,0,0,2021-06-04
281659,0,0,2021-06-04
151873,0,0,2021-06-04
303160,0,210.63,2021-06-04
82647,38.05,1107.48,2021-06-04
84328,26.08,733.79,2021-06-04
75608,12.44,339.1,2021-06-04
90672,0,0,2021-06-05
106907,0,0,2021-06-05
75608,12.57,337.52,2021-06-05
108029,0,0,2021-06-05
132948,0,0,2021-06-05
286556,0,0,2021-06-05
84328,10.37,722.99,2021-06-05
303160,0,210.63,2021-06-05
296487,27.72,577.97,2021-06-05
286626,0,0,2021-06-05
281659,0,0,2021-06-05
151873,0,0,2021-06-05
82647,42.4,1109.38,2021-06-05
281460,0,0,2021-06-05
84351,0,0,2021-06-05
286556,0,0,2021-06-06
303160,0,210.63,2021-06-06
281659,0,0,2021-06-06
151873,0,0,2021-06-06
286626,0,0,2021-06-06
106907,0,0,2021-06-06
132948,0,0,2021-06-06
281460,0,0,2021-06-06
108029,0,0,2021-06-06
90672,0,0,2021-06-06
82647,50.6,1121.26,2021-06-06
75608,14.26,338.77,2021-06-06
296487,30.04,608.01,2021-06-06
84351,0,0,2021-06-06
84328,36.33,727.82,2021-06-06
106907,0,0,2021-06-07
281460,0,0,2021-06-07
132948,0,0,2021-06-07
90672,0,0,2021-06-07
296487,31.01,639.02,2021-06-07
151873,0,0,2021-06-07
84351,0,0,2021-06-07
281659,0,0,2021-06-07
286556,0,0,2021-06-07
108029,0,0,2021-06-07
286626,0,0,2021-06-07
303160,0,210.63,2021-06-07
82647,42.61,1123.63,2021-06-07
84328,33.46,725.76,2021-06-07
75608,8.64,333.38,2021-06-07
84351,0,0,2021-06-08
90672,0,0,2021-06-08
106907,0,0,2021-06-08
132948,0,0,2021-06-08
286626,0,0,2021-06-08
281659,0,0,2021-06-08
286556,0,0,2021-06-08
281460,0,0,2021-06-08
151873,0,0,2021-06-08
303160,0,210.63,2021-06-08
296487,28.04,667.06,2021-06-08
108029,0,0,2021-06-08
75608,9.9,329.34,2021-06-08
82647,37.08,1111.45,2021-06-08
84328,32.88,724.18,2021-06-08
303160,0,210.63,2021-06-09
90672,0,0,2021-06-09
132948,0,0,2021-06-09
151873,0,0,2021-06-09
296487,29.84,696.9,2021-06-09
84351,0,0,2021-06-09
281659,0,0,2021-06-09
286626,0,0,2021-06-09
106907,0,0,2021-06-09
281460,0,0,2021-06-09
82647,31.41,1093.09,2021-06-09
108029,0,0,2021-06-09
286556,0,0,2021-06-09
84328,28.33,727.55,2021-06-09
75608,5.47,321.47,2021-06-09
132948,0,0,2021-06-10
281659,0,0,2021-06-10
151873,0,0,2021-06-10
75608,3.09,310.57,2021-06-10
286556,0,0,2021-06-10
303160,0,210.63,2021-06-10
286626,0,0,2021-06-10
281460,0,0,2021-06-10
84351,0,0,2021-06-10
106907,0,0,2021-06-10
90672,0,0,2021-06-10
84328,29.4,729.94,2021-06-10
296487,30.21,727.11,2021-06-10
108029,0,0,2021-06-10
82647,30.06,1080.68,2021-06-10
90672,0,0,2021-06-11
303160,0,210.63,2021-06-11
286626,0,0,2021-06-11
151873,0,0,2021-06-11
281460,0,0,2021-06-11
84351,0,0,2021-06-11
132948,0,0,2021-06-11
106907,0,0,2021-06-11
286556,0,0,2021-06-11
281659,0,0,2021-06-11
108029,0,0,2021-06-11
296487,22.4,749.51,2021-06-11
75608,12.16,310.7,2021-06-11
84328,26.26,725.81,2021-06-11
82647,34.64,1071.02,2021-06-11
108029,0,0,2021-06-12
84351,0,0,2021-06-12
303160,0,210.63,2021-06-12
90672,0,0,2021-06-12
286626,0,0,2021-06-12
151873,0,0,2021-06-12
132948,0,0,2021-06-12
286556,0,0,2021-06-12
296487,26.18,775.69,2021-06-12
281460,0,0,2021-06-12
106907,0,0,2021-06-12
82647,31.89,1073.57,2021-06-12
281659,0,0,2021-06-12
84328,15.38,723.65,2021-06-12
75608,11.09,313.27,2021-06-12
286626,0,0,2021-06-13
84351,0,0,2021-06-13
281460,0,0,2021-06-13
296487,18.43,762.45,2021-06-13
286556,0,0,2021-06-13
84328,17.32,735.02,2021-06-13
303160,0,210.63,2021-06-13
132948,0,0,2021-06-13
90672,0,0,2021-06-13
281659,0,0,2021-06-13
151873,0,0,2021-06-13
106907,0,0,2021-06-13
108029,0,0,2021-06-13
75608,4.66,302.77,2021-06-13
82647,25.03,1049.67,2021-06-13
84351,0,0,2021-06-14
286626,0,0,2021-06-14
90672,0,0,2021-06-14
281460,0,0,2021-06-14
281659,0,0,2021-06-14
132948,0,0,2021-06-14
75608,2.04,294.72,2021-06-14
106907,0,0,2021-06-14
151873,0,0,2021-06-14
303160,0,210.63,2021-06-14
108029,0,0,2021-06-14
82647,32.14,1045.26,2021-06-14
296487,10.7,746.1,2021-06-14
84328,5.9,738.56,2021-06-14
286556,0,0,2021-06-14
286626,0,0,2021-06-15
281460,0,0,2021-06-15
90672,0,0,2021-06-15
286556,0,0,2021-06-15
132948,0,0,2021-06-15
84351,0,0,2021-06-15
281659,0,0,2021-06-15
303160,0,210.63,2021-06-15
106907,0,0,2021-06-15
151873,0,0,2021-06-15
75608,10.97,291.75,2021-06-15
296487,7.54,727.48,2021-06-15
82647,15.41,1015.16,2021-06-15
108029,0,0,2021-06-15
84328,21.39,754.62,2021-06-15
286626,0,0,2021-06-16
106907,0,0,2021-06-16
286556,0,0,2021-06-16
84351,0,0,2021-06-16
281659,0,0,2021-06-16
281460,0,0,2021-06-16
90672,0,0,2021-06-16
151873,0,0,2021-06-16
132948,0,0,2021-06-16
303160,0,210.63,2021-06-16
84328,25.25,763.76,2021-06-16
108029,0,0,2021-06-16
82647,28.11,1006.71,2021-06-16
296487,28.59,726.88,2021-06-16
75608,13.33,299.01,2021-06-16
90672,0,0,2021-06-17
286626,0,0,2021-06-17
286556,0,0,2021-06-17
106907,0,0,2021-06-17
132948,0,0,2021-06-17
281460,0,0,2021-06-17
84351,0,0,2021-06-17
281659,0,0,2021-06-17
151873,0,0,2021-06-17
75608,3.08,297.39,2021-06-17
303160,0,210.63,2021-06-17
108029,0,0,2021-06-17
296487,11.97,724.74,2021-06-17
82647,2.35,993.9,2021-06-17
84328,24.04,774.38,2021-06-17
84351,0,0,2021-06-18
303160,0,210.63,2021-06-18
90672,0,0,2021-06-18
132948,0,0,2021-06-18
108029,0,0,2021-06-18
151873,0,0,2021-06-18
286626,0,0,2021-06-18
281460,0,0,2021-06-18
82647,20.15,988.98,2021-06-18
281659,0,0,2021-06-18
286556,0,0,2021-06-18
84328,28.38,774.65,2021-06-18
296487,30.83,738.26,2021-06-18
106907,0,0,2021-06-18
75608,2.17,295.11,2021-06-18
108029,0,0,2021-06-19
132948,0,0,2021-06-19
151873,0,0,2021-06-19
286556,0,0,2021-06-19
90672,0,0,2021-06-19
281659,0,0,2021-06-19
281460,0,0,2021-06-19
106907,0,0,2021-06-19
286626,0,0,2021-06-19
84351,0,0,2021-06-19
303160,0,210.63,2021-06-19
75608,3.3,297.66,2021-06-19
82647,6.72,972.6,2021-06-19
84328,30.8,776.27,2021-06-19
296487,30.53,738.35,2021-06-19
281659,0,0,2021-06-20
281460,0,0,2021-06-20
286626,0,0,2021-06-20
132948,0,0,2021-06-20
84351,0,0,2021-06-20
286556,0,0,2021-06-20
108029,0,0,2021-06-20
82647,26.4,963.59,2021-06-20
90672,0,0,2021-06-20
75608,8.31,292.82,2021-06-20
106907,0,0,2021-06-20
296487,28.25,734.89,2021-06-20
303160,0,193.92,2021-06-20
84328,21.09,791.96,2021-06-20
151873,0,0,2021-06-20
106907,0,0,2021-06-21
132948,0,0,2021-06-21
286556,0,0,2021-06-21
286626,0,0,2021-06-21
84351,0,0,2021-06-21
281460,0,0,2021-06-21
151873,0,0,2021-06-21
90672,0,0,2021-06-21
108029,0,0,2021-06-21
75608,8.03,287.28,2021-06-21
296487,31.39,736.51,2021-06-21
281659,0,0,2021-06-21
84328,35.3,792.77,2021-06-21
303160,0,166.4,2021-06-21
82647,12.16,925.72,2021-06-21
286626,0,0,2021-06-22
132948,0,0,2021-06-22
84351,0,0,2021-06-22
303160,0,150.88,2021-06-22
286556,0,0,2021-06-22
108029,0,0,2021-06-22
296487,30.79,737.27,2021-06-22
151873,0,0,2021-06-22
84328,20.48,784.99,2021-06-22
106907,0,0,2021-06-22
281659,0,0,2021-06-22
90672,0,0,2021-06-22
281460,0,0,2021-06-22
75608,11.54,284.08,2021-06-22
82647,0,879.15,2021-06-22
84351,0,0,2021-06-23
132948,0,0,2021-06-23
90672,0,0,2021-06-23
286556,0,0,2021-06-23
303160,0,121.27,2021-06-23
151873,0,0,2021-06-23
281659,0,0,2021-06-23
75608,10.14,278.89,2021-06-23
296487,24.35,729.27,2021-06-23
84328,29.33,779.67,2021-06-23
106907,0,0,2021-06-23
108029,0,0,2021-06-23
281460,0,0,2021-06-23
82647,26.34,855.2,2021-06-23
286626,0,0,2021-06-23
84351,0,0,2021-06-24
281659,0,0,2021-06-24
303160,0,95.78,2021-06-24
286556,0,0,2021-06-24
281460,0,0,2021-06-24
286626,0,0,2021-06-24
106907,0,0,2021-06-24
90672,0,0,2021-06-24
151873,0,0,2021-06-24
132948,0,0,2021-06-24
108029,0,0,2021-06-24
296487,28.52,726.89,2021-06-24
82647,33.18,843.3,2021-06-24
84328,18.16,775,2021-06-24
75608,6.57,270.66,2021-06-24
132948,0,0,2021-06-25
286626,0,0,2021-06-25
106907,0,0,2021-06-25
90672,0,0,2021-06-25
151873,0,0,2021-06-25
84351,0,0,2021-06-25
286556,0,0,2021-06-25
281659,0,0,2021-06-25
281460,0,0,2021-06-25
303160,0,68.19,2021-06-25
84328,2.8,761.67,2021-06-25
82647,22.3,835.47,2021-06-25
75608,8.03,264.45,2021-06-25
296487,30.28,725.95,2021-06-25
108029,0,0,2021-06-25
90672,0,0,2021-06-26
132948,0,0,2021-06-26
281460,0,0,2021-06-26
