467,LS310GI,10000,5360,335,16,1,16,9.35,9.35,612.8,744,,,,,,,grid
468,LS310GI,10000,10720,335,16,2,32,9.35,18.7,612.8,744,,,,,,,grid
469,LS310GI,10000,5695,335,17,1,17,9.35,9.35,651.1,790.5,,,,,,,grid
470,LS310GI,10000,11390,335,17,2,34,9.35,18.7,651.1,790.5,,,,,,,grid
471,LS310GI,10000,6030,335,18,1,18,9.35,9.35,689.4,837,,,,,,,grid
472,LS310GI,10000,12060,335,18,2,36,9.35,18.7,689.4,837,,,,,,,grid
473,LS310GI,10000,6365,335,19,1,19,9.35,9.35,727.7,883.5,,,,,,,grid
474,LS310GI,10000,12730,335,19,2,38,9.35,18.7,727.7,883.5,,,,,,,grid
475,LS310GI,10000,6700,335,20,1,20,9.35,9.35,766,930,,,,,,,grid
476,LS310GI,10000,13400,335,20,2,40,9.35,18.7,766,930,,,,,,,grid
477,LS310GI,10000,7035,335,21,1,21,9.35,9.35,804.3,976.5,,,,,,,grid
478,LS310GI,10000,14070,335,21,2,42,9.35,18.7,804.3,976.5,,,,,,,grid
479,LS310GI,10000,7370,335,22,1,22,9.35,9.35,842.6,1023,,,,,,,grid
480,LS310GI,10000,14740,335,22,2,44,9.35,18.7,842.6,1023,,,,,,,grid
481,LS310GI,10000,7705,335,23,1,23,9.35,9.35,880.9,1069.5,,,,,,,grid
482,LS310GI,10000,5200,400,13,1,13,10.31,10.31,535.6,647.27,,,,,,,grid
483,LS310GI,10000,10400,400,13,2,26,10.31,20.62,535.6,647.27,,,,,,,grid
484,LS310GI,10000,5600,400,14,1,14,10.31,10.31,576.8,697.06,,,,,,,grid
485,LS310GI,10000,11200,400,14,2,28,10.31,20.62,576.8,697.06,,,,,,,grid
486,LS310GI,10000,6000,400,15,1,15,10.31,10.31,618,746.85,,,,,,,grid
487,LS310GI,10000,12000,400,15,2,30,10.31,20.62,618,746.85,,,,,,,grid
488,LS310GI,10000,6400,400,16,1,16,10.31,10.31,659.2,796.64,,,,,,,grid
489,LS310GI,10000,12800,400,16,2,32,10.31,20.62,659.2,796.64,,,,,,,grid
490,LS310GI,10000,6800,400,17,1,17,10.31,10.31,700.4,846.43,,,,,,,grid
491,LS310GI,10000,13600,400,17,2,34,10.31,20.62,700.4,846.43,,,,,,,grid
492,LS310GI,10000,7200,400,18,1,18,10.31,10.31,741.6,896.22,,,,,,,grid
493,LS310GI,10000,14400,400,18,2,36,10.31,20.62,741.6,896.22,,,,,,,grid
494,LS310GI,10000,7600,400,19,1,19,10.31,10.31,782.8,946.01,,,,,,,grid
495,LS310GI,10000,8000,400,20,1,20,10.31,10.31,824,995.8,,,,,,,grid
496,LS310GI,10000,8400,400,21,1,21,10.31,10.31,865.2,1045.59,,,,,,,grid
497,LS310GI,10000,8800,400,22,1,22,10.31,10.31,906.4,1095.38,,,,,,,grid
498,LS310GI,10000,9200,400,23,1,23,10.31,10.31,947.6,1145.17,,,,,,,grid
499,LS320GI,20000,4225,325,13,1,13,9.13,9.13,491.4,600.6,480,850,960,,,,grid
500,LS320GI,20000,8450,325,13,2,26,9.13,18.26,491.4,600.6,,,,,,,grid
501,LS320GI,20000,4550,325,14,1,14,9.13,9.13,529.2,646.8,,,,,,,grid
502,LS320GI,20000,9100,325,14,2,28,9.13,18.26,529.2,646.8,,,,,,,grid
503,LS320GI,20000,4875,325,15,1,15,9.13,9.13,567,693,,,,,,,grid
504,LS320GI,20000,9750,325,15,2,30,9.13,18.26,567,693,,,,,,,grid
505,LS320GI,20000,5200,325,16,1,16,9.13,9.13,604.8,739.2,,,,,,,grid
506,LS320GI,20000,10400,325,16,2,32,9.13,18.26,604.8,739.2,,,,,,,grid
507,LS320GI,20000,5525,325,17,1,17,9.13,9.13,642.6,785.4,,,,,,,grid
508,LS320GI,20000,11050,325,17,2,34,9.13,18.26,642.6,785.4,,,,,,,grid
509,LS320GI,20000,5850,325,18,1,18,9.13,9.13,680.4,831.6,,,,,,,grid
510,LS320GI,20000,11700,325,18,2,36,9.13,18.26,680.4,831.6,,,,,,,grid
511,LS320GI,20000,6175,325,19,1,19,9.13,9.13,718.2,877.8,,,,,,,grid
512,LS320GI,20000,12350,325,19,2,38,9.13,18.26,718.2,877.8,,,,,,,grid
513,LS320GI,20000,6500,325,20,1,20,9.13,9.13,756,924,,,,,,,grid
514,LS320GI,20000,13000,325,20,2,40,9.13,18.26,756,924,,,,,,,grid
515,LS320GI,20000,6825,325,21,1,21,9.13,9.13,793.8,970.2,,,,,,,grid
516,LS320GI,20000,13650,325,21,2,42,9.13,18.26,793.8,970.2,,,,,,,grid
517,LS320GI,20000,7150,325,22,1,22,9.13,9.13,831.6,1016.4,,,,,,,grid
518,LS320GI,20000,14300,325,22,2,44,9.13,18.26,831.6,1016.4,,,,,,,grid
519,LS320GI,20000,7475,325,23,1,23,9.13,9.13,869.4,1062.6,,,,,,,grid
520,LS320GI,20000,7475,325,23,1,23,9.13,9.13,869.4,1062.6,,,,,,,grid
521,LS320GI,20000,15600,325,24,2,48,9.13,18.26,907.2,1108.8,,,,,,,grid
522,LS320GI,20000,7800,325,24,1,24,9.13,9.13,907.2,1108.8,,,,,,,grid
523,LS320GI,20000,16250,325,25,2,50,9.13,18.26,945,1155,,,,,,,grid
524,LS320GI,20000,8450,325,26,1,26,9.13,9.13,982.8,1201.2,,,,,,,grid
525,LS320GI,20000,16900,325,26,2,52,9.13,18.26,982.8,1201.2,,,,,,,grid
526,LS320GI,20000,8775,325,27,1,27,9.13,9.13,1020.6,1247.4,,,,,,,grid
527,LS320GI,20000,17550,325,27,2,54,9.13,18.26,1020.6,1247.4,,,,,,,grid
528,LS320GI,20000,8775,325,27,1,27,9.13,9.13,1020.6,1247.4,,,,,,,grid
529,LS320GI,20000,18200,325,28,2,56,9.13,18.26,1058.4,1293.6,,,,,,,grid
530,LS320GI,20000,18200,325,28,2,56,9.13,18.26,1058.4,1293.6,,,,,,,grid
531,LS320GI,20000,9425,325,29,1,29,9.13,9.13,1096.2,1339.8,,,,,,,grid
532,LS320GI,20000,18850,325,29,2,58,9.13,18.26,1096.2,1339.8,,,,,,,grid
533,LS320GI,20000,9750,325,30,1,30,9.13,9.13,1134,1386,,,,,,,grid
534,LS320GI,20000,19500,325,30,2,60,9.13,18.26,1134,1386,,,,,,,grid
535,LS320GI,20000,10075,325,31,1,31,9.13,9.13,1171.8,1432.2,,,,,,,grid
536,LS320GI,20000,20150,325,31,2,62,9.13,18.26,1171.8,1432.2,,,,,,,grid
537,LS320GI,20000,10400,325,32,1,32,9.13,9.13,1209.6,1478.4,,,,,,,grid
538,LS320GI,20000,20800,325,32,2,64,9.13,18.26,1209.6,1478.4,,,,,,,grid
539,LS320GI,20000,10725,325,33,1,33,9.13,9.13,1247.4,1524.6,,,,,,,grid
540,LS320GI,20000,21450,325,33,2,66,9.13,18.26,1247.4,1524.6,,,,,,,grid
541,LS320GI,20000,22100,325,34,2,68,9.13,18.26,1285.2,1570.8,,,,,,,grid
542,LS320GI,20000,11050,325,34,1,34,9.13,9.13,1285.2,1570.8,,,,,,,grid
543,LS320GI,20000,22750,325,35,2,70,9.13,18.26,1323,1617,,,,,,,grid
544,LS320GI,20000,11375,325,35,1,35,9.13,9.13,1323,1617,,,,,,,grid
545,LS320GI,20000,23400,325,36,2,72,9.13,18.26,1360.8,1663.2,,,,,,,grid
546,LS320GI,20000,11700,325,36,1,36,9.13,9.13,1360.8,1663.2,,,,,,,grid
547,LS320GI,20000,24050,325,37,2,74,9.13,18.26,1398.6,1709.4,,,,,,,grid
548,LS320GI,20000,12025,325,37,1,37,9.13,9.13,1398.6,1709.4,,,,,,,grid
549,LS320GI,20000,24700,325,38,2,76,9.13,18.26,1436.4,1755.6,,,,,,,grid
550,LS320GI,20000,12350,325,38,1,38,9.13,9.13,1436.4,1755.6,,,,,,,grid
551,LS320GI,20000,12675,325,39,1,39,9.13,9.13,1474.2,1801.8,,,,,,,grid
552,LS320GI,20000,25350,325,39,2,78,9.13,18.26,1474.2,1801.8,,,,,,,grid
553,LS320GI,20000,13000,325,40,1,40,9.13,9.13,1512,1848,,,,,,,grid
554,LS320GI,20000,26000,325,40,2,80,9.13,18.26,1512,1848,,,,,,,grid
555,LS320GI,20000,4355,335,13,1,13,9.35,9.35,497.9,604.5,,,,,,,grid
556,LS320GI,20000,8710,335,13,2,26,9.35,18.7,497.9,604.5,,,,,,,grid
557,LS320GI,20000,4690,335,14,1,14,9.35,9.35,536.2,651,,,,,,,grid
558,LS320GI,20000,9380,335,14,2,28,9.35,18.7,536.2,651,,,,,,,grid
559,LS320GI,20000,5025,335,15,1,15,9.35,9.35,574.5,697.5,,,,,,,grid
560,LS320GI,20000,10050,335,15,2,30,9.35,18.7,574.5,697.5,,,,,,,grid
561,LS320GI,20000,5360,335,16,1,16,9.35,9.35,612.8,744,,,,,,,grid
562,LS320GI,20000,10720,335,16,2,32,9.35,18.7,612.8,744,,,,,,,grid
563,LS320GI,20000,5695,335,17,1,17,9.35,9.35,651.1,790.5,,,,,,,grid
